Datum von;Datum bis;Zeitpunkt;Skalierter Netzlast [MWh]
2028-01-03 18:30:00;2028-01-03 18:45:00;2028-01-03 18:37:30;20695,059341558215
2028-01-03 18:45:00;2028-01-03 19:00:00;2028-01-03 18:52:30;20571,880458048072
2028-01-03 19:00:00;2028-01-03 19:15:00;2028-01-03 19:07:30;20420,50804261735
2028-01-03 19:15:00;2028-01-03 19:30:00;2028-01-03 19:22:30;20139,579635265884
2028-01-03 19:30:00;2028-01-03 19:45:00;2028-01-03 19:37:30;19944,574372815223
2028-01-03 19:45:00;2028-01-03 20:00:00;2028-01-03 19:52:30;19703,586802351238
2028-01-03 20:00:00;2028-01-03 20:15:00;2028-01-03 20:07:30;19437,426435529596
2028-01-03 20:15:00;2028-01-03 20:30:00;2028-01-03 20:22:30;19118,906652284022
2028-01-03 20:30:00;2028-01-03 20:45:00;2028-01-03 20:37:30;18860,80158029683
2028-01-03 20:45:00;2028-01-03 21:00:00;2028-01-03 20:52:30;18581,551359369205
2028-01-03 21:00:00;2028-01-03 21:15:00;2028-01-03 21:07:30;18313,71280612372
2028-01-03 21:15:00;2028-01-03 21:30:00;2028-01-03 21:22:30;18086,150727050484
2028-01-03 21:30:00;2028-01-03 21:45:00;2028-01-03 21:37:30;17924,709193076702
2028-01-03 21:45:00;2028-01-03 22:00:00;2028-01-03 21:52:30;17728,697018771734
2028-01-03 22:00:00;2028-01-03 22:15:00;2028-01-03 22:07:30;17685,064171751794
2028-01-03 22:15:00;2028-01-03 22:30:00;2028-01-03 22:22:30;17458,50900453287
2028-01-03 22:30:00;2028-01-03 22:45:00;2028-01-03 22:37:30;17122,20044519455
2028-01-03 22:45:00;2028-01-03 23:00:00;2028-01-03 22:52:30;16835,56620400201
2028-01-03 23:00:00;2028-01-03 23:15:00;2028-01-03 23:07:30;16592,90044711418
2028-01-03 23:15:00;2028-01-03 23:30:00;2028-01-03 23:22:30;16260,95517247786
2028-01-03 23:30:00;2028-01-03 23:45:00;2028-01-03 23:37:30;16158,585800623381
2028-01-03 23:45:00;2028-01-04 00:00:00;2028-01-03 23:52:30;15902,494552344802
2028-01-04 00:00:00;2028-01-04 00:15:00;2028-01-04 00:07:30;15752,800323337926
2028-01-04 00:15:00;2028-01-04 00:30:00;2028-01-04 00:22:30;15641,70438207946
2028-01-04 00:30:00;2028-01-04 00:45:00;2028-01-04 00:37:30;15315,800578568975
2028-01-04 00:45:00;2028-01-04 01:00:00;2028-01-04 00:52:30;15267,80444684704
