timestamp	month	day_type	value_kWh
2000-02-01 13:00:00	2	WT	29,125
2000-02-01 13:15:00	2	WT	28,125
2000-02-01 13:30:00	2	WT	27,575
2000-02-01 13:45:00	2	WT	27,325
2000-02-01 14:00:00	2	WT	27,2
2000-02-01 14:15:00	2	WT	27,125
2000-02-01 14:30:00	2	WT	27,1
2000-02-01 14:45:00	2	WT	27,1
2000-02-01 15:00:00	2	WT	27,075
2000-02-01 15:15:00	2	WT	27,075
2000-02-01 15:30:00	2	WT	27,15
2000-02-01 15:45:00	2	WT	27,325
2000-02-01 16:00:00	2	WT	27,65
2000-02-01 16:15:00	2	WT	28,275
2000-02-01 16:30:00	2	WT	29,35
2000-02-01 16:45:00	2	WT	31,025
2000-02-01 17:00:00	2	WT	33,425
2000-02-01 17:15:00	2	WT	36,5
2000-02-01 17:30:00	2	WT	40,125
2000-02-01 17:45:00	2	WT	44,225
2000-02-01 18:00:00	2	WT	48,625
2000-02-01 18:15:00	2	WT	52,875
2000-02-01 18:30:00	2	WT	56,525
2000-02-01 18:45:00	2	WT	59,05
2000-02-01 19:00:00	2	WT	60,1
2000-02-01 19:15:00	2	WT	59,675
2000-02-01 19:30:00	2	WT	57,875
2000-02-01 19:45:00	2	WT	54,875
2000-02-01 20:00:00	2	WT	50,85
2000-02-01 20:15:00	2	WT	46,225
2000-02-01 20:30:00	2	WT	41,525
2000-02-01 20:45:00	2	WT	37,275
2000-02-01 21:00:00	2	WT	33,9
2000-02-01 21:15:00	2	WT	31,3
2000-02-01 21:30:00	2	WT	29,325
2000-02-01 21:45:00	2	WT	27,8
2000-02-01 22:00:00	2	WT	26,525
2000-02-01 22:15:00	2	WT	25,425
2000-02-01 22:30:00	2	WT	24,425
2000-02-01 22:45:00	2	WT	23,4
2000-02-01 23:00:00	2	WT	22,275
2000-02-01 23:15:00	2	WT	21,15
2000-02-01 23:30:00	2	WT	20,025
2000-02-01 23:45:00	2	WT	19
2000-03-01 00:00:00	3	SA	18,26666667
2000-03-01 00:15:00	3	SA	17,95
2000-03-01 00:30:00	3	SA	17,76666667
2000-03-01 00:45:00	3	SA	17,60833333
2000-03-01 01:00:00	3	SA	17,35833333
2000-03-01 01:15:00	3	SA	17,05833333
2000-03-01 01:30:00	3	SA	16,71666667
2000-03-01 01:45:00	3	SA	16,35833333
2000-03-01 02:00:00	3	SA	16,03333333
2000-03-01 02:15:00	3	SA	15,725
2000-03-01 02:30:00	3	SA	15,425
2000-03-01 02:45:00	3	SA	15,13333333
2000-03-01 03:00:00	3	SA	14,83333333
2000-03-01 03:15:00	3	SA	14,54166667
2000-03-01 03:30:00	3	SA	14,30833333
2000-03-01 03:45:00	3	SA	14,125
2000-03-01 04:00:00	3	SA	14,03333333
2000-03-01 04:15:00	3	SA	14,025
2000-03-01 04:30:00	3	SA	14,09166667
2000-03-01 04:45:00	3	SA	14,2
2000-03-01 05:00:00	3	SA	14,375
2000-03-01 05:15:00	3	SA	14,58333333
2000-03-01 05:30:00	3	SA	14,86666667
2000-03-01 05:45:00	3	SA	15,21666667
2000-03-01 06:00:00	3	SA	15,675
2000-03-01 06:15:00	3	SA	16,475
2000-03-01 06:30:00	3	SA	17,88333333
2000-03-01 06:45:00	3	SA	20,14166667
2000-03-01 07:00:00	3	SA	23,43333333
2000-03-01 07:15:00	3	SA	27,53333333
2000-03-01 07:30:00	3	SA	32,1
2000-03-01 07:45:00	3	SA	36,81666667
2000-03-01 08:00:00	3	SA	41,35
2000-03-01 08:15:00	3	SA	45,43333333
2000-03-01 08:30:00	3	SA	48,74166667
2000-03-01 08:45:00	3	SA	51,03333333
2000-03-01 09:00:00	3	SA	52,05833333
2000-03-01 09:15:00	3	SA	51,94166667
2000-03-01 09:30:00	3	SA	50,86666667
2000-03-01 09:45:00	3	SA	49,00833333
2000-03-01 10:00:00	3	SA	46,61666667
2000-03-01 10:15:00	3	SA	44,13333333
2000-03-01 10:30:00	3	SA	42,06666667
2000-03-01 10:45:00	3	SA	40,90833333
2000-03-01 11:00:00	3	SA	40,975
2000-03-01 11:15:00	3	SA	41,70833333
2000-03-01 11:30:00	3	SA	42,35833333
2000-03-01 11:45:00	3	SA	42,15
2000-03-01 12:00:00	3	SA	40,55
2000-03-01 12:15:00	3	SA	37,975
2000-03-01 12:30:00	3	SA	34,99166667
2000-03-01 12:45:00	3	SA	32,26666667
2000-03-01 13:00:00	3	SA	30,225
2000-03-01 13:15:00	3	SA	28,775
